municipio_distrito;fecha_informe;casos_confirmados_activos_ultimos_14dias;tasa_incidencia_acumulada_activos_ultimos_14dias;casos_confirmados_ultimos_14dias;tasa_incidencia_acumulada_ultimos_14dias;casos_confirmados_totales;tasa_incidencia_acumulada_total;codigo_geometria
Humanes de Madrid;2021/06/29 12:04:00;;;20;101,52;2230;11319,22;730
Chinchón;2021/06/29 12:04:00;;;6;110,84;506;9347,87;528
Cadalso de los Vidrios;2021/06/29 12:04:00;;;;32,82;293;9616,02;318
Hoyo de Manzanares;2021/06/29 12:04:00;;;8;93,8;824;9661,16;724
Torrejón de la Calzada;2021/06/29 12:04:00;;;7;76,14;890;9680,23;1492
Estremera;2021/06/29 12:04:00;;;;0;146;10944,53;552
Corpa;2021/06/29 12:04:00;;;;0;40;5532,5;480
Meco;2021/06/29 12:04:00;;;12;81,8;1036;7062,03;838
Madarcos;2021/06/29 12:04:00;;;;0;6;12244,9;783
Zarzalejo;2021/06/29 12:04:00;;;;57,67;134;7727,8;1837
Arganda del Rey;2021/06/29 12:04:00;;;50;88,22;5595;9871,56;148
Collado Mediano;2021/06/29 12:04:00;;;;56,3;582;8191,41;468
Daganzo de Arriba;2021/06/29 12:04:00;;;7;67,72;880;8513,11;534
Manzanares El Real;2021/06/29 12:04:00;;;8;89,53;782;8751,12;822
Buitrago del Lozoya;2021/06/29 12:04:00;;;;0;208;10617,66;278
Valdelaguna;2021/06/29 12:04:00;;;;102,15;72;7354,44;1570
Valdepiélagos;2021/06/29 12:04:00;;;;325,73;46;7491,86;1631
Casarrubuelos;2021/06/29 12:04:00;;;;26,01;397;10325,1;360
Miraflores de la Sierra;2021/06/29 12:04:00;;;;62,87;599;9415,28;856
Paracuellos de Jarama;2021/06/29 12:04:00;;;19;73,31;2210;8527,22;1049
El Vellón;2021/06/29 12:04:00;;;7;349,3;149;7435,13;1684
Lozoya;2021/06/29 12:04:00;;;;0;27;4655,17;761
Collado Villalba;2021/06/29 12:04:00;;;42;65,24;8229;12782,32;474
Colmenarejo;2021/06/29 12:04:00;;;;43,34;808;8754,06;442
Villavieja del Lozoya;2021/06/29 12:04:00;;;;0;22;8396,95;1821
Prádena del Rincón;2021/06/29 12:04:00;;;;0;;3200;1179
La Cabrera;2021/06/29 12:04:00;;;5;182,75;359;13121,35;301
Sevilla la Nueva;2021/06/29 12:04:00;;;;42,58;938;9986,16;1415
La Acebeda;2021/06/29 12:04:00;;;;0;;2941,18;14
Redueña;2021/06/29 12:04:00;;;;0;8;2962,96;1219
Robledillo de la Jara;2021/06/29 12:04:00;;;;0;11;11578,95;1245
La Serna del Monte;2021/06/29 12:04:00;;;;0;17;19540,23;1381
Colmenar de Oreja;2021/06/29 12:04:00;;;;24,53;820;10056,41;437
Rozas de Puerto Real;2021/06/29 12:04:00;;;;180,18;40;7207,21;1283
Valdemanco;2021/06/29 12:04:00;;;;0;54;5607,48;1586
Brunete;2021/06/29 12:04:00;;;7;65,06;1025;9526,02;262
Titulcia;2021/06/29 12:04:00;;;;0;125;9321,4;1473
Villa del Prado;2021/06/29 12:04:00;;;;0;846;12700,8;1718
Lozoyuela-Navas-Sieteiglesias;2021/06/29 12:04:00;;;;149,25;126;9402,99;9015
Quijorna;2021/06/29 12:04:00;;;6;169,44;395;11155,04;1198
Valdemoro;2021/06/29 12:04:00;;;25;32,35;6603;8545,36;1610
Tres Cantos;2021/06/29 12:04:00;;;37;76,56;3775;7811,53;9036
Torrelaguna;2021/06/29 12:04:00;;;;0;465;9579,73;1512
Rivas-Vaciamadrid;2021/06/29 12:04:00;;;56;61,56;8034;8831,19;1230
El Atazar;2021/06/29 12:04:00;;;;0;;1111,11;164
Pedrezuela;2021/06/29 12:04:00;;;6;97,56;668;10861,79;1087
Santa María de la Alameda;2021/06/29 12:04:00;;;;0;72;5450,42;1356
Horcajuelo de la Sierra;2021/06/29 12:04:00;;;;0;;4494,38;719
Arroyomolinos;2021/06/29 12:04:00;;;20;60,73;2555;7757,7;151
Moralzarzal;2021/06/29 12:04:00;;;7;52,5;1453;10896,96;908
Canencia;2021/06/29 12:04:00;;;;0;39;8724,83;344
Villarejo de Salvanés;2021/06/29 12:04:00;;;;40,36;892;12000,54;1809
Serranillos del Valle;2021/06/29 12:04:00;;;5;116,52;442;10300,63;1408
Villaviciosa de Odón;2021/06/29 12:04:00;;;20;71,05;2641;9382,55;1816
Camarma de Esteruelas;2021/06/29 12:04:00;;;;40,34;535;7193,76;323
Robledo de Chavela;2021/06/29 12:04:00;;;;0;279;6393,22;1258
Patones;2021/06/29 12:04:00;;;;0;34;6307,98;1071
Navalagamella;2021/06/29 12:04:00;;;;0;236;8949,56;954
Rascafría;2021/06/29 12:04:00;;;;0;136;7884,06;1202
El Boalo;2021/06/29 12:04:00;;;;52,2;822;10726,87;231
Majadahonda;2021/06/29 12:04:00;;;48;66,52;8580;11891,07;800
Batres;2021/06/29 12:04:00;;;;0;104;5942,86;170
Alcobendas;2021/06/29 12:04:00;;;87;73,47;14769;12472,03;66
Alcalá de Henares;2021/06/29 12:04:00;;;105;53,15;17314;8763,83;53
Colmenar Viejo;2021/06/29 12:04:00;;;51;98,19;5183;9979,21;455
San Fernando de Henares;2021/06/29 12:04:00;;;10;25,27;4443;11229,34;1300
Villalbilla;2021/06/29 12:04:00;;;10;69,48;1015;7052,53;1723
El Escorial;2021/06/29 12:04:00;;;16;97,77;1338;8175,99;549
Colmenar del Arroyo;2021/06/29 12:04:00;;;;56,02;153;8571,43;421
Torrejón de Ardoz;2021/06/29 12:04:00;;;70;52,69;14095;10609,47;1489
Piñuécar-Gandullas;2021/06/29 12:04:00;;;;0;11;6145,25;1147
Brea de Tajo;2021/06/29 12:04:00;;;;0;96;18972,33;259
El Molar;2021/06/29 12:04:00;;;;43,07;864;9303,33;869
Belmonte de Tajo;2021/06/29 12:04:00;;;;0;153;9090,91;199
Torres de la Alameda;2021/06/29 12:04:00;;;5;63,83;689;8796,12;1548
Somosierra;2021/06/29 12:04:00;;;;0;8;9195,4;1436
Alpedrete;2021/06/29 12:04:00;;;5;33,69;1558;10499,36;105
Orusco de Tajuña;2021/06/29 12:04:00;;;;0;119;9189,19;1028
La Hiruela;2021/06/29 12:04:00;;;;0;;4615,38;698
Cervera de Buitrago;2021/06/29 12:04:00;;;;0;16;9876,54;395
Getafe;2021/06/29 12:04:00;;;105;56,7;18678;10086,4;650
Ribatejada;2021/06/29 12:04:00;;;;0;75;9363,3;1224
Villaconejos;2021/06/29 12:04:00;;;;87,67;407;11893,63;1701
Valdetorres de Jarama;2021/06/29 12:04:00;;;5;109,15;345;7531,11;1646
Pozuelo de Alarcón;2021/06/29 12:04:00;;;85;97,52;8923;10236,91;1150
Madrid-Retiro;2021/06/22 12:07:00;;;113;93,89;12357;10266,7;79603
Madrid-Salamanca;2021/06/22 12:07:00;;;173;117,02;16520;11174,17;79604
Madrid-Centro;2021/06/22 12:07:00;;;164;116,71;15722;11188,12;79601
Madrid-Arganzuela;2021/06/22 12:07:00;;;179;115;16163;10384,33;79602
Madrid-Chamartín;2021/06/22 12:07:00;;;159;107,76;15880;10762,53;79605
Madrid-Tetuán;2021/06/22 12:07:00;;;121;74,97;17389;10774,59;79606
Madrid-Chamberí;2021/06/22 12:07:00;;;140;99,41;16371;11624,32;79607
Madrid-Fuencarral-El Pardo;2021/06/22 12:07:00;;;173;69,23;24376;9753,95;79608
Madrid-Moncloa-Aravaca;2021/06/22 12:07:00;;;106;87,13;14143;11624,64;79609
Madrid-Latina;2021/06/22 12:07:00;;;185;76,4;24939;10298,86;79610
Madrid-Carabanchel;2021/06/22 12:07:00;;;212;81,47;28709;11032,59;79611
Madrid-Usera;2021/06/22 12:07:00;;;86;60,11;16393;11457,79;79612
Madrid-Puente de Vallecas;2021/06/22 12:07:00;;;183;75,96;32271;13395,68;79613
Madrid-San Blas - Canillejas;2021/06/22 12:07:00;;;138;85,63;16541;10263,33;79620
Madrid-Barajas;2021/06/22 12:07:00;;;50;100,03;4864;9731,31;79621
Madrid-Moratalaz;2021/06/22 12:07:00;;;82;85,8;10552;11041,47;79614
Madrid-Ciudad Lineal;2021/06/22 12:07:00;;;173;78,68;24176;10994,54;79615
Madrid-Hortaleza;2021/06/22 12:07:00;;;122;63,14;18967;9816,02;79616
Madrid-Villaverde;2021/06/22 12:07:00;;;115;74,5;17700;11465,88;79617
Madrid-Villa de Vallecas;2021/06/22 12:07:00;;;82;71,65;11895;10392,91;79618
Madrid-Vicálvaro;2021/06/22 12:07:00;;;66;89,18;7419;10025,13;79619
Alcorcón;2021/06/22 12:07:00;;;116;67,29;16824;9759,61;72
Navalcarnero;2021/06/22 12:07:00;;;18;60,03;2669;8901,12;967
San Agustín del Guadalix;2021/06/22 12:07:00;;;10;74,26;1472;10931,23;1296
Las Rozas de Madrid;2021/06/22 12:07:00;;;89;92,6;9109;9477,39;1277
Moraleja de Enmedio;2021/06/22 12:07:00;;;;19,23;607;11673,08;894
Valdaracete;2021/06/22 12:07:00;;;;0;68;11239,67;1551
Pozuelo del Rey;2021/06/22 12:07:00;;;;85,32;78;6655,29;1163
Puebla de la Sierra;2021/06/22 12:07:00;;;;0;19;26027,4;1185
Perales de Tajuña;2021/06/22 12:07:00;;;;133,78;264;8829,43;1104
Valdemorillo;2021/06/22 12:07:00;;;7;54,81;887;6944,88;1603
Navalafuente;2021/06/22 12:07:00;;;;66,18;132;8735,94;941
Velilla de San Antonio;2021/06/22 12:07:00;;;;32,31;1307;10557,35;1678
Villanueva de la Cañada;2021/06/22 12:07:00;;;34;153,74;2271;10269,05;1760
Villanueva del Pardillo;2021/06/22 12:07:00;;;22;126,47;1764;10140,26;1776
Nuevo Baztán;2021/06/22 12:07:00;;;8;123,95;497;7700,65;1006
Villamantilla;2021/06/22 12:07:00;;;;0;118;7962,21;1757
Villamanta;2021/06/22 12:07:00;;;;76,78;242;9289,83;1744
Cabanillas de la Sierra;2021/06/22 12:07:00;;;;0;87;11082,8;297
Cenicientos;2021/06/22 12:07:00;;;;0;200;9813,54;376
Puentes Viejas;2021/06/22 12:07:00;;;5;715,31;43;6151,65;9020
Aranjuez;2021/06/22 12:07:00;;;38;62,98;6580;10906,32;133
Cercedilla;2021/06/22 12:07:00;;;11;152,67;790;10964,61;382
Santorcaz;2021/06/22 12:07:00;;;;222,47;64;7119,02;1369
Coslada;2021/06/22 12:07:00;;;72;88,46;8799;10810,78;493
Morata de Tajuña;2021/06/22 12:07:00;;;;38,23;854;10883,14;915
Robregordo;2021/06/22 12:07:00;;;;0;5;7692,31;1261
Navarredonda y San Mamés;2021/06/22 12:07:00;;;;0;16;12403,1;973
Venturada;2021/06/22 12:07:00;;;;44,62;164;7318,16;1697
Navacerrada;2021/06/22 12:07:00;;;;129,41;348;11258,49;936
Montejo de la Sierra;2021/06/22 12:07:00;;;;0;49;13461,54;881
Fresno de Torote;2021/06/22 12:07:00;;;;173,99;145;6307,09;571
Pinilla del Valle;2021/06/22 12:07:00;;;;0;9;4736,84;1126
Valdemaqueda;2021/06/22 12:07:00;;;;0;70;9032,26;1599
Navas del Rey;2021/06/22 12:07:00;;;;67,43;302;10182,06;992
Olmeda de las Fuentes;2021/06/22 12:07:00;;;;0;28;8092,49;1013
Bustarviejo;2021/06/22 12:07:00;;;;79,3;157;6225,22;284
Becerril de la Sierra;2021/06/22 12:07:00;;;;17,02;661;11251,06;186
Fuenlabrada;2021/06/22 12:07:00;;;128;65,81;21753;11183,26;587
Garganta de los Montes;2021/06/22 12:07:00;;;;0;26;6896,55;626
Pinto;2021/06/22 12:07:00;;;45;84,39;4687;8789,5;1132
Alameda del Valle;2021/06/22 12:07:00;;;;0;7;3431,37;35
Berzosa del Lozoya;2021/06/22 12:07:00;;;;0;54;24324,32;203
Los Santos de la Humosa;2021/06/22 12:07:00;;;;74,24;224;8314,77;1375
El Álamo;2021/06/22 12:07:00;;;;20,28;1016;10302,17;40
Pelayos de la Presa;2021/06/22 12:07:00;;;;0;231;8632,29;1090
Galapagar;2021/06/22 12:07:00;;;24;69,57;3548;10284,95;611
Griñón;2021/06/22 12:07:00;;;5;47,92;1203;11528,51;663
Gargantilla del Lozoya y Pinilla de Buitrago;2021/06/22 12:07:00;;;;0;43;13915,86;632
Aldea del Fresno;2021/06/22 12:07:00;;;;0;274;9216,28;88
Carabaña;2021/06/22 12:07:00;;;;0;192;9226,33;357
Talamanca de Jarama;2021/06/22 12:07:00;;;;0;409;10194,42;1454
Chapinería;2021/06/22 12:07:00;;;;0;133;5509,53;513
Ciempozuelos;2021/06/22 12:07:00;;;15;59,75;2432;9687,7;409
Ajalvir;2021/06/22 12:07:00;;;;63,55;306;6481,68;29
San Lorenzo de El Escorial;2021/06/22 12:07:00;;;35;188,86;1578;8515;1317
Gascones;2021/06/22 12:07:00;;;;0;11;6250;647
San Martín de la Vega;2021/06/22 12:07:00;;;7;35,65;1951;9937,35;1322
Móstoles;2021/06/22 12:07:00;;;133;63,24;21942;10433,22;920
Leganés;2021/06/22 12:07:00;;;105;54,94;18417;9636,66;745
Braojos;2021/06/22 12:07:00;;;;485,44;25;12135,92;246
Cubas de la Sagra;2021/06/22 12:07:00;;;7;107,05;755;11546,11;506
Algete;2021/06/22 12:07:00;;;11;52,72;2415;11574,96;91
Mejorada del Campo;2021/06/22 12:07:00;;;29;122,68;2398;10144,25;843
Loeches;2021/06/22 12:07:00;;;8;89,92;811;9115,43;758
Parla;2021/06/22 12:07:00;;;112;83,91;15076;11294,41;1065
Fuentidueña de Tajo;2021/06/22 12:07:00;;;;0;218;10205,99;604
Ambite;2021/06/22 12:07:00;;;;0;66;10837,44;112
Torremocha de Jarama;2021/06/22 12:07:00;;;;93,02;61;5674,42;1533
Anchuelo;2021/06/22 12:07:00;;;;0;76;5909,8;127
Los Molinos;2021/06/22 12:07:00;;;;45,12;498;11233,93;875
Soto del Real;2021/06/22 12:07:00;;;5;55,67;773;8607,06;1441
Valverde de Alcalá;2021/06/22 12:07:00;;;;0;37;7429,72;1662
Fuente el Saz de Jarama;2021/06/22 12:07:00;;;9;132,22;865;12707,51;590
Horcajo de la Sierra-Aoslos;2021/06/22 12:07:00;;;;0;7;4605,26;702
Valdeolmos-Alalpardo;2021/06/22 12:07:00;;;5;118,15;414;9782,61;1625
Campo Real;2021/06/22 12:07:00;;;;46,73;729;11355,14;339
Valdeavero;2021/06/22 12:07:00;;;;188,56;116;7291,01;1564
Villamanrique de Tajo;2021/06/22 12:07:00;;;;0;63;8910,89;1739
Cobeña;2021/06/22 12:07:00;;;;53,43;815;10886,99;416
Fresnedillas de la Oliva;2021/06/22 12:07:00;;;6;363,42;140;8479,71;565
Valdilecha;2021/06/22 12:07:00;;;5;167,67;342;11468,81;1659
El Berrueco;2021/06/22 12:07:00;;;;0;71;9137,71;210
Pezuela de las Torres;2021/06/22 12:07:00;;;;0;57;6574,39;1111
Villar del Olmo;2021/06/22 12:07:00;;;;0;132;6349,21;1795
Guadarrama;2021/06/22 12:07:00;;;5;30,19;1587;9583,33;685
San Martín de Valdeiglesias;2021/06/22 12:07:00;;;;34,57;934;10761,61;1338
Torrelodones;2021/06/22 12:07:00;;;28;117,15;2401;10045,18;1527
Boadilla del Monte;2021/06/22 12:07:00;;;47;82,84;4838;8527,51;225
Torrejón de Velasco;2021/06/22 12:07:00;;;;45,6;466;10624,72;1505
Villanueva de Perales;2021/06/22 12:07:00;;;;0;133;8354,27;1782
Tielmes;2021/06/22 12:07:00;;;;73,1;329;12024,85;1467
San Sebastián de los Reyes;2021/06/22 12:07:00;;;87;95,37;10224;11207,58;1343
Guadalix de la Sierra;2021/06/22 12:07:00;;;;62,11;520;8074,53;679
Humanes de Madrid;2021/06/22 12:07:00;;;21;106,59;2221;11273,54;730
Chinchón;2021/06/22 12:07:00;;;;55,42;503;9292,44;528
Cadalso de los Vidrios;2021/06/22 12:07:00;;;;98,46;293;9616,02;318
Hoyo de Manzanares;2021/06/22 12:07:00;;;;46,9;819;9602,53;724
Torrejón de la Calzada;2021/06/22 12:07:00;;;10;108,77;885;9625,84;1492
Estremera;2021/06/22 12:07:00;;;;0;146;10944,53;552
Corpa;2021/06/22 12:07:00;;;;0;40;5532,5;480
Meco;2021/06/22 12:07:00;;;14;95,43;1033;7041,58;838
Madarcos;2021/06/22 12:07:00;;;;0;6;12244,9;783
Zarzalejo;2021/06/22 12:07:00;;;;0;132;7612,46;1837
Arganda del Rey;2021/06/22 12:07:00;;;57;100,57;5578;9841,56;148
Collado Mediano;2021/06/22 12:07:00;;;;28,15;580;8163,27;468
Daganzo de Arriba;2021/06/22 12:07:00;;;;38,7;873;8445,39;534
Manzanares El Real;2021/06/22 12:07:00;;;13;145,48;780;8728,74;822
Buitrago del Lozoya;2021/06/22 12:07:00;;;;0;208;10617,66;278
Valdelaguna;2021/06/22 12:07:00;;;;306,44;71;7252,3;1570
Valdepiélagos;2021/06/22 12:07:00;;;;162,87;45;7328,99;1631
Casarrubuelos;2021/06/22 12:07:00;;;;26,01;396;10299,09;360
Miraflores de la Sierra;2021/06/22 12:07:00;;;;62,87;595;9352,4;856
Paracuellos de Jarama;2021/06/22 12:07:00;;;17;65,59;2196;8473,2;1049
El Vellón;2021/06/22 12:07:00;;;7;349,3;148;7385,23;1684
Lozoya;2021/06/22 12:07:00;;;;0;27;4655,17;761
Collado Villalba;2021/06/22 12:07:00;;;39;60,58;8203;12741,93;474
Colmenarejo;2021/06/22 12:07:00;;;;21,67;788;8537,38;442
Villavieja del Lozoya;2021/06/22 12:07:00;;;;0;22;8396,95;1821
Prádena del Rincón;2021/06/22 12:07:00;;;;0;;3200;1179
La Cabrera;2021/06/22 12:07:00;;;7;255,85;357;13048,25;301
Sevilla la Nueva;2021/06/22 12:07:00;;;15;159,69;937;9975,51;1415
La Acebeda;2021/06/22 12:07:00;;;;0;;2941,18;14
Redueña;2021/06/22 12:07:00;;;;0;8;2962,96;1219
Robledillo de la Jara;2021/06/22 12:07:00;;;;0;11;11578,95;1245
La Serna del Monte;2021/06/22 12:07:00;;;;0;17;19540,23;1381
Colmenar de Oreja;2021/06/22 12:07:00;;;5;61,32;819;10044,15;437
Rozas de Puerto Real;2021/06/22 12:07:00;;;;0;38;6846,85;1283
Valdemanco;2021/06/22 12:07:00;;;;103,84;54;5607,48;1586
Brunete;2021/06/22 12:07:00;;;;27,88;1020;9479,55;262
Titulcia;2021/06/22 12:07:00;;;;0;125;9321,4;1473
Villa del Prado;2021/06/22 12:07:00;;;;15,01;846;12700,8;1718
Lozoyuela-Navas-Sieteiglesias;2021/06/22 12:07:00;;;;0;124;9253,73;9015
Quijorna;2021/06/22 12:07:00;;;7;197,68;393;11098,56;1198
Valdemoro;2021/06/22 12:07:00;;;57;73,77;6592;8531,12;1610
Tres Cantos;2021/06/22 12:07:00;;;48;99,33;3760;7780,49;9036
Torrelaguna;2021/06/22 12:07:00;;;;20,6;465;9579,73;1512
Rivas-Vaciamadrid;2021/06/22 12:07:00;;;59;64,85;8007;8801,51;1230
El Atazar;2021/06/22 12:07:00;;;;0;;1111,11;164
Pedrezuela;2021/06/22 12:07:00;;;5;81,3;667;10845,53;1087
Santa María de la Alameda;2021/06/22 12:07:00;;;;0;71;5374,72;1356
Horcajuelo de la Sierra;2021/06/22 12:07:00;;;;0;;4494,38;719
Arroyomolinos;2021/06/22 12:07:00;;;16;48,58;2542;7718,23;151
Moralzarzal;2021/06/22 12:07:00;;;6;45;1449;10866,96;908
Canencia;2021/06/22 12:07:00;;;;0;39;8724,83;344
Villarejo de Salvanés;2021/06/22 12:07:00;;;;53,81;892;12000,54;1809
Serranillos del Valle;2021/06/22 12:07:00;;;;69,91;439;10230,72;1408
Villaviciosa de Odón;2021/06/22 12:07:00;;;31;110,13;2629;9339,92;1816
Camarma de Esteruelas;2021/06/22 12:07:00;;;7;94,12;533;7166,87;323
Robledo de Chavela;2021/06/22 12:07:00;;;;0;270;6186,98;1258
Patones;2021/06/22 12:07:00;;;;0;34;6307,98;1071
Navalagamella;2021/06/22 12:07:00;;;;0;235;8911,64;954
Rascafría;2021/06/22 12:07:00;;;;115,94;136;7884,06;1202
El Boalo;2021/06/22 12:07:00;;;;26,1;819;10687,72;231
Majadahonda;2021/06/22 12:07:00;;;37;51,28;8547;11845,33;800
Batres;2021/06/22 12:07:00;;;;0;104;5942,86;170
Alcobendas;2021/06/22 12:07:00;;;119;100,49;14719;12429,8;66
Alcalá de Henares;2021/06/22 12:07:00;;;136;68,84;17254;8733,46;53
Colmenar Viejo;2021/06/22 12:07:00;;;73;140,55;5155;9925,3;455
San Fernando de Henares;2021/06/22 12:07:00;;;18;45,49;4439;11219,23;1300
Villalbilla;2021/06/22 12:07:00;;;13;90,33;1011;7024,74;1723
El Escorial;2021/06/22 12:07:00;;;8;48,88;1295;7913,23;549
Colmenar del Arroyo;2021/06/22 12:07:00;;;;0;152;8515,41;421
Torrejón de Ardoz;2021/06/22 12:07:00;;;85;63,98;14066;10587,64;1489
Piñuécar-Gandullas;2021/06/22 12:07:00;;;;0;11;6145,25;1147
Brea de Tajo;2021/06/22 12:07:00;;;;0;96;18972,33;259
El Molar;2021/06/22 12:07:00;;;9;96,91;863;9292,56;869
Belmonte de Tajo;2021/06/22 12:07:00;;;;0;153;9090,91;199
Torres de la Alameda;2021/06/22 12:07:00;;;8;102,13;686;8757,82;1548
Somosierra;2021/06/22 12:07:00;;;;0;8;9195,4;1436
Alpedrete;2021/06/22 12:07:00;;;10;67,39;1555;10479,14;105
Orusco de Tajuña;2021/06/22 12:07:00;;;;0;119;9189,19;1028
La Hiruela;2021/06/22 12:07:00;;;;0;;4615,38;698
Cervera de Buitrago;2021/06/22 12:07:00;;;;0;16;9876,54;395
Getafe;2021/06/22 12:07:00;;;126;68,04;18625;10057,78;650
Ribatejada;2021/06/22 12:07:00;;;;0;75;9363,3;1224
Villaconejos;2021/06/22 12:07:00;;;;116,89;404;11805,96;1701
Valdetorres de Jarama;2021/06/22 12:07:00;;;;87,32;343;7487,45;1646
Pozuelo de Alarcón;2021/06/22 12:07:00;;;99;113,58;8887;10195,61;1150
Madrid-Retiro;2021/06/15 12:59:00;;;130;108,01;12293;10213,53;79603
Madrid-Salamanca;2021/06/15 12:59:00;;;168;113,64;16409;11099,09;79604
Madrid-Centro;2021/06/15 12:59:00;;;180;128,09;15622;11116,96;79601
Madrid-Arganzuela;2021/06/15 12:59:00;;;171;109,86;16062;10319,44;79602
Madrid-Chamartín;2021/06/15 12:59:00;;;194;131,48;15794;10704,24;79605
Madrid-Tetuán;2021/06/15 12:59:00;;;174;107,81;17324;10734,31;79606
Madrid-Chamberí;2021/06/15 12:59:00;;;162;115,03;16271;11553,32;79607
Madrid-Fuencarral-El Pardo;2021/06/15 12:59:00;;;225;90,03;24275;9713,54;79608
Madrid-Moncloa-Aravaca;2021/06/15 12:59:00;;;124;101,92;14067;11562,17;79609
Madrid-Latina;2021/06/15 12:59:00;;;220;90,85;24841;10258,39;79610
Madrid-Carabanchel;2021/06/15 12:59:00;;;239;91,85;28607;10993,39;79611
Madrid-Usera;2021/06/15 12:59:00;;;125;87,37;16352;11429,13;79612
Madrid-Puente de Vallecas;2021/06/15 12:59:00;;;230;95,47;32171;13354,17;79613
Madrid-San Blas - Canillejas;2021/06/15 12:59:00;;;191;118,51;16471;10219,9;79620
Madrid-Barajas;2021/06/15 12:59:00;;;68;136,05;4834;9671,29;79621
Madrid-Moratalaz;2021/06/15 12:59:00;;;80;83,71;10516;11003,8;79614
Madrid-Ciudad Lineal;2021/06/15 12:59:00;;;243;110,51;24098;10959,07;79615
Madrid-Hortaleza;2021/06/15 12:59:00;;;163;84,36;18898;9780,31;79616
Madrid-Villaverde;2021/06/15 12:59:00;;;149;96,52;17646;11430,9;79617
Madrid-Villa de Vallecas;2021/06/15 12:59:00;;;126;110,09;11867;10368,45;79618
Madrid-Vicálvaro;2021/06/15 12:59:00;;;98;132,43;7391;9987,3;79619
Alcorcón;2021/06/15 12:59:00;;;192;111,38;16771;9728,86;72
Navalcarnero;2021/06/15 12:59:00;;;29;96,72;2664;8884,44;967
San Agustín del Guadalix;2021/06/15 12:59:00;;;9;66,83;1467;10894,1;1296
Las Rozas de Madrid;2021/06/15 12:59:00;;;116;120,69;9065;9431,61;1277
Moraleja de Enmedio;2021/06/15 12:59:00;;;;19,23;607;11673,08;894
Valdaracete;2021/06/15 12:59:00;;;;0;68;11239,67;1551
Pozuelo del Rey;2021/06/15 12:59:00;;;;85,32;78;6655,29;1163
Puebla de la Sierra;2021/06/15 12:59:00;;;;0;19;26027,4;1185
Perales de Tajuña;2021/06/15 12:59:00;;;;133,78;262;8762,54;1104
Valdemorillo;2021/06/15 12:59:00;;;9;70,47;884;6921,39;1603
Navalafuente;2021/06/15 12:59:00;;;;198,54;132;8735,94;941
Velilla de San Antonio;2021/06/15 12:59:00;;;5;40,39;1307;10557,35;1678
Villanueva de la Cañada;2021/06/15 12:59:00;;;48;217,05;2249;10169,57;1760
Villanueva del Pardillo;2021/06/15 12:59:00;;;29;166,7;1754;10082,78;1776
Nuevo Baztán;2021/06/15 12:59:00;;;10;154,94;497;7700,65;1006
Villamantilla;2021/06/15 12:59:00;;;;0;118;7962,21;1757
Villamanta;2021/06/15 12:59:00;;;;38,39;241;9251,44;1744
Cabanillas de la Sierra;2021/06/15 12:59:00;;;;0;87;11082,8;297
Cenicientos;2021/06/15 12:59:00;;;;0;200;9813,54;376
Puentes Viejas;2021/06/15 12:59:00;;;10;1430,62;43;6151,65;9020
Aranjuez;2021/06/15 12:59:00;;;37;61,33;6556;10866,54;133
Cercedilla;2021/06/15 12:59:00;;;;55,52;782;10853,57;382
Santorcaz;2021/06/15 12:59:00;;;;0;62;6896,55;1369
Coslada;2021/06/15 12:59:00;;;86;105,66;8764;10767,78;493
Morata de Tajuña;2021/06/15 12:59:00;;;8;101,95;852;10857,65;915
Robregordo;2021/06/15 12:59:00;;;;0;5;7692,31;1261
Navarredonda y San Mamés;2021/06/15 12:59:00;;;;0;16;12403,1;973
Venturada;2021/06/15 12:59:00;;;;0;163;7273,54;1697
Navacerrada;2021/06/15 12:59:00;;;6;194,11;346;11193,79;936
Montejo de la Sierra;2021/06/15 12:59:00;;;;0;49;13461,54;881
Fresno de Torote;2021/06/15 12:59:00;;;5;217,49;145;6307,09;571
Pinilla del Valle;2021/06/15 12:59:00;;;;0;9;4736,84;1126
Valdemaqueda;2021/06/15 12:59:00;;;;0;70;9032,26;1599
Navas del Rey;2021/06/15 12:59:00;;;;33,72;300;10114,63;992
Olmeda de las Fuentes;2021/06/15 12:59:00;;;;0;28;8092,49;1013
Bustarviejo;2021/06/15 12:59:00;;;;39,65;156;6185,57;284
Becerril de la Sierra;2021/06/15 12:59:00;;;;34,04;661;11251,06;186
Fuenlabrada;2021/06/15 12:59:00;;;155;79,69;21692;11151,9;587
Garganta de los Montes;2021/06/15 12:59:00;;;;0;26;6896,55;626
Pinto;2021/06/15 12:59:00;;;62;116,27;4667;8751,99;1132
Alameda del Valle;2021/06/15 12:59:00;;;;0;7;3431,37;35
Berzosa del Lozoya;2021/06/15 12:59:00;;;;0;54;24324,32;203
Los Santos de la Humosa;2021/06/15 12:59:00;;;;74,24;222;8240,53;1375
El Álamo;2021/06/15 12:59:00;;;;10,14;1015;10292,03;40
Pelayos de la Presa;2021/06/15 12:59:00;;;;0;231;8632,29;1090
Galapagar;2021/06/15 12:59:00;;;34;98,56;3538;10255,96;611
Griñón;2021/06/15 12:59:00;;;8;76,67;1200;11499,76;663
Gargantilla del Lozoya y Pinilla de Buitrago;2021/06/15 12:59:00;;;;0;43;13915,86;632
Aldea del Fresno;2021/06/15 12:59:00;;;;100,91;274;9216,28;88
